Stage,Start_Equation,Target_Equation,ChangeType,ChangedIndex1,From1,To1,ChangedIndex2,From2,To2,ChangedIndex3,From3,To3,ChangedIndex4,From4,To4,Start_Tokens,Target_Tokens
2015,'46-48=84','46+48=94',op_and_digit_balance,6,8,9,2,-,+,,,,,,,'4;6;-;4;8;=;8;4','4;6;+;4;8;=;9;4'
2016,'67-74=741','67+74=141',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'6;7;-;7;4;=;7;4;1','6;7;+;7;4;=;1;4;1'
2017,'94+45=740','94+46=140',digit_to_digit,6,7,1,4,5,6,,,,,,,'9;4;+;4;5;=;7;4;0','9;4;+;4;6;=;1;4;0'
2018,'50+70=130','50+70=120',within_digit,7,3,2,,,,,,,,,,'5;0;+;7;0;=;1;3;0','5;0;+;7;0;=;1;2;0'
2019,'57-84=147','57+84=141',op_and_digit_balance,8,7,1,2,-,+,,,,,,,'5;7;-;8;4;=;1;4;7','5;7;+;8;4;=;1;4;1'
2020,'78=60-18','78-60=18',swap_-_and_=,2,=,-,5,-,=,,,,,,,'7;8;=;6;0;-;1;8','7;8;-;6;0;=;1;8'
2021,'94+95=130','94+36=130',digit_to_digit,3,9,3,4,5,6,,,,,,,'9;4;+;9;5;=;1;3;0','9;4;+;3;6;=;1;3;0'
2022,'50+88=-30','50-88=-38',op_and_digit_balance,2,+,-,8,0,8,,,,,,,'5;0;+;8;8;=;-;3;0','5;0;-;8;8;=;-;3;8'
2023,'22-19=47','22+19=41',op_and_digit_balance,7,7,1,2,-,+,,,,,,,'2;2;-;1;9;=;4;7','2;2;+;1;9;=;4;1'
2024,'38-78=-110','38-78=-40',four_eleven,7,11,4,,,,,,,,,,'3;8;-;7;8;=;-;11;0','3;8;-;7;8;=;-;4;0'
2025,'57+75=193','57+76=133',digit_to_digit,7,9,3,4,5,6,,,,,,,'5;7;+;7;5;=;1;9;3','5;7;+;7;6;=;1;3;3'
2026,'17-12=4','17-13=4',within_digit,4,2,3,,,,,,,,,,'1;7;-;1;2;=;4','1;7;-;1;3;=;4'
2027,'75-31=-22','15-37=-22',digit_to_digit,0,7,1,4,1,7,,,,,,,'7;5;-;3;1;=;-;2;2','1;5;-;3;7;=;-;2;2'
2028,'44+26=18','44+26=70',digit_to_digit,7,8,0,6,1,7,,,,,,,'4;4;+;2;6;=;1;8','4;4;+;2;6;=;7;0'
2029,'80-97=137','80+57=137',op_and_digit_balance,3,9,5,2,-,+,,,,,,,'8;0;-;9;7;=;1;3;7','8;0;+;5;7;=;1;3;7'
2030,'89+81=156','89+67=156',digit_to_digit,3,8,6,4,1,7,,,,,,,'8;9;+;8;1;=;1;5;6','8;9;+;6;7;=;1;5;6'
2031,'85-49=45','95-49=46',digit_to_digit,0,8,9,7,5,6,,,,,,,'8;5;-;4;9;=;4;5','9;5;-;4;9;=;4;6'
2032,'40+35=-55','40-95=-55',op_and_digit_balance,2,+,-,3,3,9,,,,,,,'4;0;+;3;5;=;-;5;5','4;0;-;9;5;=;-;5;5'
2033,'63-53=19','63-53=10',within_digit,7,9,0,,,,,,,,,,'6;3;-;5;3;=;1;9','6;3;-;5;3;=;1;0'
2034,'97-67=104','37+67=104',op_and_digit_balance,0,9,3,2,-,+,,,,,,,'9;7;-;6;7;=;1;0;4','3;7;+;6;7;=;1;0;4'
2035,'80+72=52','80+12=92',digit_to_digit,3,7,1,6,5,9,,,,,,,'8;0;+;7;2;=;5;2','8;0;+;1;2;=;9;2'
2036,'57=56-1','57-56=1',swap_-_and_=,2,=,-,5,-,=,,,,,,,'5;7;=;5;6;-;1','5;7;-;5;6;=;1'
2037,'60-94=754','60+94=154',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'6;0;-;9;4;=;7;5;4','6;0;+;9;4;=;1;5;4'
2038,'78-12=5','18-12=6',digit_to_digit,0,7,1,6,5,6,,,,,,,'7;8;-;1;2;=;5','1;8;-;1;2;=;6'
2039,'78-37=113','76+37=113',op_and_digit_balance,1,8,6,2,-,+,,,,,,,'7;8;-;3;7;=;11;3','7;6;+;3;7;=;11;3'
2040,'85+54=32','86-54=32',op_and_digit_balance,2,+,-,1,5,6,,,,,,,'8;5;+;5;4;=;3;2','8;6;-;5;4;=;3;2'
2041,'70-15=64','79-15=64',within_digit,1,0,9,,,,,,,,,,'7;0;-;1;5;=;6;4','7;9;-;1;5;=;6;4'
2042,'90-53=-33','30-63=-33',digit_to_digit,0,9,3,3,5,6,,,,,,,'9;0;-;5;3;=;-;3;3','3;0;-;6;3;=;-;3;3'
2043,'77-97=168','71+97=168',op_and_digit_balance,1,7,1,2,-,+,,,,,,,'7;7;-;9;7;=;1;6;8','7;1;+;9;7;=;1;6;8'
2044,'70+15=51','70-19=51',op_and_digit_balance,2,+,-,4,5,9,,,,,,,'7;0;+;1;5;=;5;1','7;0;-;1;9;=;5;1'
2045,'15+88=102','15+88=103',within_digit,8,2,3,,,,,,,,,,'1;5;+;8;8;=;1;0;2','1;5;+;8;8;=;1;0;3'
2046,'82-26=95','82-26=56',digit_to_digit,6,9,5,7,5,6,,,,,,,'8;2;-;2;6;=;9;5','8;2;-;2;6;=;5;6'
2047,'97+88=5','97-88=9',op_and_digit_balance,2,+,-,6,5,9,,,,,,,'9;7;+;8;8;=;5','9;7;-;8;8;=;9'
2048,'35+62=33','95-62=33',op_and_digit_balance,2,+,-,0,3,9,,,,,,,'3;5;+;6;2;=;3;3','9;5;-;6;2;=;3;3'
2049,'55+62=33','95-62=33',op_and_digit_balance,2,+,-,0,5,9,,,,,,,'5;5;+;6;2;=;3;3','9;5;-;6;2;=;3;3'
2050,'75-38=105','75+30=105',op_and_digit_balance,4,8,0,2,-,+,,,,,,,'7;5;-;3;8;=;1;0;5','7;5;+;3;0;=;1;0;5'
2051,'82-89=181','82+99=181',op_and_digit_balance,3,8,9,2,-,+,,,,,,,'8;2;-;8;9;=;1;8;1','8;2;+;9;9;=;1;8;1'
2052,'17-33=60','17+33=50',op_and_digit_balance,6,6,5,2,-,+,,,,,,,'1;7;-;3;3;=;6;0','1;7;+;3;3;=;5;0'
2053,'61+74=165','81+74=155',digit_to_digit,7,6,5,0,6,8,,,,,,,'6;1;+;7;4;=;1;6;5','8;1;+;7;4;=;1;5;5'
2054,'82-80=182','82+80=162',op_and_digit_balance,7,8,6,2,-,+,,,,,,,'8;2;-;8;0;=;1;8;2','8;2;+;8;0;=;1;6;2'
2055,'57-77=-25','51-77=-26',digit_to_digit,1,7,1,8,5,6,,,,,,,'5;7;-;7;7;=;-;2;5','5;1;-;7;7;=;-;2;6'
2056,'82+24=56','82-24=58',op_and_digit_balance,2,+,-,7,6,8,,,,,,,'8;2;+;2;4;=;5;6','8;2;-;2;4;=;5;8'
2057,'16-46=-20','16-46=-30',within_digit,7,2,3,,,,,,,,,,'1;6;-;4;6;=;-;2;0','1;6;-;4;6;=;-;3;0'
2058,'48-46=86','40+46=86',op_and_digit_balance,1,8,0,2,-,+,,,,,,,'4;8;-;4;6;=;8;6','4;0;+;4;6;=;8;6'
2059,'92-16=708','92+16=108',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'9;2;-;1;6;=;7;0;8','9;2;+;1;6;=;1;0;8'
2060,'90+34=46','80-34=46',op_and_digit_balance,2,+,-,0,9,8,,,,,,,'9;0;+;3;4;=;4;6','8;0;-;3;4;=;4;6'
2061,'59=44-15','59-44=15',swap_-_and_=,2,=,-,5,-,=,,,,,,,'5;9;=;4;4;-;1;5','5;9;-;4;4;=;1;5'
2062,'51+44=185','61+44=105',digit_to_digit,7,8,0,0,5,6,,,,,,,'5;1;+;4;4;=;1;8;5','6;1;+;4;4;=;1;0;5'
2063,'36-97=93','36+57=93',op_and_digit_balance,3,9,5,2,-,+,,,,,,,'3;6;-;9;7;=;9;3','3;6;+;5;7;=;9;3'
2064,'29-82=-64','28-92=-64',digit_to_digit,3,8,9,1,9,8,,,,,,,'2;9;-;8;2;=;-;6;4','2;8;-;9;2;=;-;6;4'
2065,'98=36-62','98-36=62',swap_-_and_=,2,=,-,5,-,=,,,,,,,'9;8;=;3;6;-;6;2','9;8;-;3;6;=;6;2'
2066,'23=92--69','23-92=-69',swap_-_and_=,2,=,-,5,-,=,,,,,,,'2;3;=;9;2;-;-;6;9','2;3;-;9;2;=;-;6;9'
2067,'58-23=79','56+23=79',op_and_digit_balance,1,8,6,2,-,+,,,,,,,'5;8;-;2;3;=;7;9','5;6;+;2;3;=;7;9'
2068,'27+54=85','21+64=85',digit_to_digit,1,7,1,3,5,6,,,,,,,'2;7;+;5;4;=;8;5','2;1;+;6;4;=;8;5'
2069,'64-87=161','64+97=161',op_and_digit_balance,3,8,9,2,-,+,,,,,,,'6;4;-;8;7;=;1;6;1','6;4;+;9;7;=;1;6;1'
2070,'25+41=58','25+41=66',digit_to_digit,7,8,6,6,5,6,,,,,,,'2;5;+;4;1;=;5;8','2;5;+;4;1;=;6;6'
2071,'49+55=-5','49-55=-6',op_and_digit_balance,2,+,-,7,5,6,,,,,,,'4;9;+;5;5;=;-;5','4;9;-;5;5;=;-;6'
2072,'88-16=114','98+16=114',op_and_digit_balance,0,8,9,2,-,+,,,,,,,'8;8;-;1;6;=;11;4','9;8;+;1;6;=;11;4'
2073,'41-38=2','41-38=3',within_digit,6,2,3,,,,,,,,,,'4;1;-;3;8;=;2','4;1;-;3;8;=;3'
2074,'79+51=26','79-51=28',op_and_digit_balance,2,+,-,7,6,8,,,,,,,'7;9;+;5;1;=;2;6','7;9;-;5;1;=;2;8'
2075,'73-29=98','73+25=98',op_and_digit_balance,4,9,5,2,-,+,,,,,,,'7;3;-;2;9;=;9;8','7;3;+;2;5;=;9;8'
2076,'90-10=60','50+10=60',within_digit,0,9,5,2,-,+,,,,,,,'9;0;-;1;0;=;6;0','5;0;+;1;0;=;6;0'
2077,'82-43=725','82+43=125',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'8;2;-;4;3;=;7;2;5','8;2;+;4;3;=;1;2;5'
2078,'81=24-57','81-24=57',swap_-_and_=,2,=,-,5,-,=,,,,,,,'8;1;=;2;4;-;5;7','8;1;-;2;4;=;5;7'
2079,'15-86=-10','75-85=-10',digit_to_digit,4,6,5,0,1,7,,,,,,,'1;5;-;8;6;=;-;1;0','7;5;-;8;5;=;-;1;0'
2080,'73=44-29','73-44=29',swap_-_and_=,2,=,-,5,-,=,,,,,,,'7;3;=;4;4;-;2;9','7;3;-;4;4;=;2;9'
2081,'87-80=147','87+60=147',op_and_digit_balance,3,8,6,2,-,+,,,,,,,'8;7;-;8;0;=;1;4;7','8;7;+;6;0;=;1;4;7'
2082,'45+45=1','46-45=1',op_and_digit_balance,2,+,-,1,5,6,,,,,,,'4;5;+;4;5;=;1','4;6;-;4;5;=;1'
2083,'59+13=63','50+13=63',within_digit,1,9,0,,,,,,,,,,'5;9;+;1;3;=;6;3','5;0;+;1;3;=;6;3'
2084,'38+86=194','98+96=194',digit_to_digit,3,8,9,0,3,9,,,,,,,'3;8;+;8;6;=;1;9;4','9;8;+;9;6;=;1;9;4'
2085,'60+53=1','60-53=7',op_and_digit_balance,2,+,-,6,1,7,,,,,,,'6;0;+;5;3;=;1','6;0;-;5;3;=;7'
2086,'87-15=77','87-16=71',digit_to_digit,7,7,1,4,5,6,,,,,,,'8;7;-;1;5;=;7;7','8;7;-;1;6;=;7;1'
2087,'21-50=-19','31-50=-19',within_digit,0,2,3,,,,,,,,,,'2;1;-;5;0;=;-;1;9','3;1;-;5;0;=;-;1;9'
2088,'41+34=65','41+24=65',within_digit,3,3,2,,,,,,,,,,'4;1;+;3;4;=;6;5','4;1;+;2;4;=;6;5'
2089,'27+95=106','21+85=106',digit_to_digit,1,7,1,3,9,8,,,,,,,'2;7;+;9;5;=;1;0;6','2;1;+;8;5;=;1;0;6'
2090,'63-24=93','63-24=39',digit_to_digit,6,9,3,7,3,9,,,,,,,'6;3;-;2;4;=;9;3','6;3;-;2;4;=;3;9'
2091,'39+71=100','29+71=100',within_digit,0,3,2,,,,,,,,,,'3;9;+;7;1;=;1;0;0','2;9;+;7;1;=;1;0;0'
2092,'30=60--30','30-60=-30',swap_-_and_=,2,=,-,5,-,=,,,,,,,'3;0;=;6;0;-;-;3;0','3;0;-;6;0;=;-;3;0'
2093,'89+28=47','89+28=117',four_eleven,6,4,11,,,,,,,,,,'8;9;+;2;8;=;4;7','8;9;+;2;8;=;11;7'
2094,'13+48=25','73-48=25',op_and_digit_balance,2,+,-,0,1,7,,,,,,,'1;3;+;4;8;=;2;5','7;3;-;4;8;=;2;5'
2095,'11-52=83','11+52=63',op_and_digit_balance,5,8,6,1,-,+,,,,,,,'11;-;5;2;=;8;3','11;+;5;2;=;6;3'
2096,'29+73=-50','29-79=-50',op_and_digit_balance,2,+,-,4,3,9,,,,,,,'2;9;+;7;3;=;-;5;0','2;9;-;7;9;=;-;5;0'
2097,'66-27=92','65+27=92',op_and_digit_balance,1,6,5,2,-,+,,,,,,,'6;6;-;2;7;=;9;2','6;5;+;2;7;=;9;2'
2098,'80+16=55','80+15=95',digit_to_digit,4,6,5,6,5,9,,,,,,,'8;0;+;1;6;=;5;5','8;0;+;1;5;=;9;5'
2099,'33+53=-26','33-59=-26',op_and_digit_balance,2,+,-,4,3,9,,,,,,,'3;3;+;5;3;=;-;2;6','3;3;-;5;9;=;-;2;6'
2100,'39-98=-15','39-58=-19',digit_to_digit,3,9,5,8,5,9,,,,,,,'3;9;-;9;8;=;-;1;5','3;9;-;5;8;=;-;1;9'
2101,'87-57=28','87-67=20',digit_to_digit,7,8,0,3,5,6,,,,,,,'8;7;-;5;7;=;2;8','8;7;-;6;7;=;2;0'
2102,'44+58=-24','44-68=-24',op_and_digit_balance,2,+,-,3,5,6,,,,,,,'4;4;+;5;8;=;-;2;4','4;4;-;6;8;=;-;2;4'
2103,'45+26=15','45-26=19',op_and_digit_balance,2,+,-,7,5,9,,,,,,,'4;5;+;2;6;=;1;5','4;5;-;2;6;=;1;9'
2104,'31+72=19','91-72=19',op_and_digit_balance,2,+,-,0,3,9,,,,,,,'3;1;+;7;2;=;1;9','9;1;-;7;2;=;1;9'
2105,'50+88=-30','58-88=-30',op_and_digit_balance,2,+,-,1,0,8,,,,,,,'5;0;+;8;8;=;-;3;0','5;8;-;8;8;=;-;3;0'
2106,'66-15=43','58-15=43',digit_to_digit,0,6,5,1,6,8,,,,,,,'6;6;-;1;5;=;4;3','5;8;-;1;5;=;4;3'
2107,'85+99=168','85+83=168',digit_to_digit,4,9,3,3,9,8,,,,,,,'8;5;+;9;9;=;1;6;8','8;5;+;8;3;=;1;6;8'
2108,'51-83=194','51+83=134',op_and_digit_balance,7,9,3,2,-,+,,,,,,,'5;1;-;8;3;=;1;9;4','5;1;+;8;3;=;1;3;4'
2109,'24+60=-35','24-60=-36',op_and_digit_balance,2,+,-,8,5,6,,,,,,,'2;4;+;6;0;=;-;3;5','2;4;-;6;0;=;-;3;6'
2110,'62+13=-11','62-73=-11',op_and_digit_balance,2,+,-,3,1,7,,,,,,,'6;2;+;1;3;=;-;11','6;2;-;7;3;=;-;11'
2111,'80+23=51','80-23=57',op_and_digit_balance,2,+,-,7,1,7,,,,,,,'8;0;+;2;3;=;5;1','8;0;-;2;3;=;5;7'
2112,'32+93=-51','32-93=-61',op_and_digit_balance,2,+,-,7,5,6,,,,,,,'3;2;+;9;3;=;-;5;1','3;2;-;9;3;=;-;6;1'
2113,'35+19=17','36-19=17',op_and_digit_balance,2,+,-,1,5,6,,,,,,,'3;5;+;1;9;=;1;7','3;6;-;1;9;=;1;7'
2114,'20+55=19','20+55=75',digit_to_digit,7,9,5,6,1,7,,,,,,,'2;0;+;5;5;=;1;9','2;0;+;5;5;=;7;5'
2115,'59+79=142','63+79=142',digit_to_digit,1,9,3,0,5,6,,,,,,,'5;9;+;7;9;=;1;4;2','6;3;+;7;9;=;1;4;2'
2116,'32-11=22','33-11=22',within_digit,1,2,3,,,,,,,,,,'3;2;-;11;=;2;2','3;3;-;11;=;2;2'
2117,'99-78=171','93+78=171',op_and_digit_balance,1,9,3,2,-,+,,,,,,,'9;9;-;7;8;=;1;7;1','9;3;+;7;8;=;1;7;1'
2118,'10-68=70','10+60=70',op_and_digit_balance,4,8,0,2,-,+,,,,,,,'1;0;-;6;8;=;7;0','1;0;+;6;0;=;7;0'
2119,'78-12=98','78+12=90',op_and_digit_balance,7,8,0,2,-,+,,,,,,,'7;8;-;1;2;=;9;8','7;8;+;1;2;=;9;0'
2120,'35+91=-55','36-91=-55',op_and_digit_balance,2,+,-,1,5,6,,,,,,,'3;5;+;9;1;=;-;5;5','3;6;-;9;1;=;-;5;5'
2121,'99+72=178','98+72=170',digit_to_digit,8,8,0,1,9,8,,,,,,,'9;9;+;7;2;=;1;7;8','9;8;+;7;2;=;1;7;0'
2122,'12-67=78','12+67=79',op_and_digit_balance,7,8,9,2,-,+,,,,,,,'1;2;-;6;7;=;7;8','1;2;+;6;7;=;7;9'
2123,'25+74=-48','26-74=-48',op_and_digit_balance,2,+,-,1,5,6,,,,,,,'2;5;+;7;4;=;-;4;8','2;6;-;7;4;=;-;4;8'
2124,'68+13=131','58+73=131',digit_to_digit,0,6,5,3,1,7,,,,,,,'6;8;+;1;3;=;1;3;1','5;8;+;7;3;=;1;3;1'
2125,'16-43=-29','18-43=-25',digit_to_digit,8,9,5,1,6,8,,,,,,,'1;6;-;4;3;=;-;2;9','1;8;-;4;3;=;-;2;5'
2126,'26+45=79','28+45=73',digit_to_digit,7,9,3,1,6,8,,,,,,,'2;6;+;4;5;=;7;9','2;8;+;4;5;=;7;3'
2127,'59-47=48','95-47=48',digit_to_digit,1,9,5,0,5,9,,,,,,,'5;9;-;4;7;=;4;8','9;5;-;4;7;=;4;8'
2128,'46-78=724','46+78=124',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'4;6;-;7;8;=;7;2;4','4;6;+;7;8;=;1;2;4'
2129,'70=44-26','70-44=26',swap_-_and_=,2,=,-,5,-,=,,,,,,,'7;0;=;4;4;-;2;6','7;0;-;4;4;=;2;6'
2130,'76-57=-39','18-57=-39',digit_to_digit,0,7,1,1,6,8,,,,,,,'7;6;-;5;7;=;-;3;9','1;8;-;5;7;=;-;3;9'
2131,'44-49=4','44-40=4',within_digit,4,9,0,,,,,,,,,,'4;4;-;4;9;=;4','4;4;-;4;0;=;4'
2132,'58-69=3','68-65=3',digit_to_digit,4,9,5,0,5,6,,,,,,,'5;8;-;6;9;=;3','6;8;-;6;5;=;3'
2133,'16-78=95','16+79=95',op_and_digit_balance,4,8,9,2,-,+,,,,,,,'1;6;-;7;8;=;9;5','1;6;+;7;9;=;9;5'
2134,'11+85=75','11+65=76',digit_to_digit,2,8,6,6,5,6,,,,,,,'11;+;8;5;=;7;5','11;+;6;5;=;7;6'
2135,'96=22-74','96-22=74',swap_-_and_=,2,=,-,5,-,=,,,,,,,'9;6;=;2;2;-;7;4','9;6;-;2;2;=;7;4'
2136,'60-79=739','60+79=139',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'6;0;-;7;9;=;7;3;9','6;0;+;7;9;=;1;3;9'
2137,'74-82=756','74+82=156',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'7;4;-;8;2;=;7;5;6','7;4;+;8;2;=;1;5;6'
2138,'17+34=-77','17-94=-77',op_and_digit_balance,2,+,-,3,3,9,,,,,,,'1;7;+;3;4;=;-;7;7','1;7;-;9;4;=;-;7;7'
2139,'49-50=-47','49-90=-41',digit_to_digit,8,7,1,3,5,9,,,,,,,'4;9;-;5;0;=;-;4;7','4;9;-;9;0;=;-;4;1'
2140,'85+75=104','89+15=104',digit_to_digit,3,7,1,1,5,9,,,,,,,'8;5;+;7;5;=;1;0;4','8;9;+;1;5;=;1;0;4'
2141,'80-17=62','80-17=63',within_digit,7,2,3,,,,,,,,,,'8;0;-;1;7;=;6;2','8;0;-;1;7;=;6;3'
2142,'60+14=54','68-14=54',op_and_digit_balance,2,+,-,1,0,8,,,,,,,'6;0;+;1;4;=;5;4','6;8;-;1;4;=;5;4'
2143,'26-22=47','25+22=47',op_and_digit_balance,1,6,5,2,-,+,,,,,,,'2;6;-;2;2;=;4;7','2;5;+;2;2;=;4;7'
2144,'12+63=9','72-63=9',op_and_digit_balance,2,+,-,0,1,7,,,,,,,'1;2;+;6;3;=;9','7;2;-;6;3;=;9'
2145,'22-10=22','32-10=22',within_digit,0,2,3,,,,,,,,,,'2;2;-;1;0;=;2;2','3;2;-;1;0;=;2;2'
2146,'95+59=1511','95+59=154',four_eleven,8,11,4,,,,,,,,,,'9;5;+;5;9;=;1;5;11','9;5;+;5;9;=;1;5;4'
2147,'43-25=88','43+25=68',op_and_digit_balance,6,8,6,2,-,+,,,,,,,'4;3;-;2;5;=;8;8','4;3;+;2;5;=;6;8'
2148,'78-87=-13','78-97=-19',digit_to_digit,3,8,9,8,3,9,,,,,,,'7;8;-;8;7;=;-;1;3','7;8;-;9;7;=;-;1;9'
2149,'98-28=66','38+28=66',op_and_digit_balance,0,9,3,2,-,+,,,,,,,'9;8;-;2;8;=;6;6','3;8;+;2;8;=;6;6'
2150,'57+38=13','57-38=19',op_and_digit_balance,2,+,-,7,3,9,,,,,,,'5;7;+;3;8;=;1;3','5;7;-;3;8;=;1;9'
2151,'53+68=-9','59-68=-9',op_and_digit_balance,2,+,-,1,3,9,,,,,,,'5;3;+;6;8;=;-;9','5;9;-;6;8;=;-;9'
2152,'83-28=60','89-29=60',digit_to_digit,4,8,9,1,3,9,,,,,,,'8;3;-;2;8;=;6;0','8;9;-;2;9;=;6;0'
2153,'73+50=13','73-60=13',op_and_digit_balance,2,+,-,3,5,6,,,,,,,'7;3;+;5;0;=;1;3','7;3;-;6;0;=;1;3'
2154,'44+95=83','44+39=83',digit_to_digit,3,9,3,4,5,9,,,,,,,'4;4;+;9;5;=;8;3','4;4;+;3;9;=;8;3'
2155,'46+38=10','48-38=10',op_and_digit_balance,2,+,-,1,6,8,,,,,,,'4;6;+;3;8;=;1;0','4;8;-;3;8;=;1;0'
2156,'61-54=-13','51-64=-13',digit_to_digit,0,6,5,3,5,6,,,,,,,'6;1;-;5;4;=;-;1;3','5;1;-;6;4;=;-;1;3'
2157,'83=94--11','83-94=-11',swap_-_and_=,2,=,-,5,-,=,,,,,,,'8;3;=;9;4;-;-;11','8;3;-;9;4;=;-;11'
2158,'50-40=28','60-40=20',digit_to_digit,7,8,0,0,5,6,,,,,,,'5;0;-;4;0;=;2;8','6;0;-;4;0;=;2;0'
2159,'36+54=-10','36-54=-18',op_and_digit_balance,2,+,-,8,0,8,,,,,,,'3;6;+;5;4;=;-;1;0','3;6;-;5;4;=;-;1;8'
2160,'70+54=15','70-54=16',op_and_digit_balance,2,+,-,7,5,6,,,,,,,'7;0;+;5;4;=;1;5','7;0;-;5;4;=;1;6'
2161,'40-48=8','48-40=8',digit_to_digit,4,8,0,1,0,8,,,,,,,'4;0;-;4;8;=;8','4;8;-;4;0;=;8'
2162,'29-50=-11','39-50=-11',within_digit,0,2,3,,,,,,,,,,'2;9;-;5;0;=;-;11','3;9;-;5;0;=;-;11'
2163,'36-67=109','36+67=103',op_and_digit_balance,8,9,3,2,-,+,,,,,,,'3;6;-;6;7;=;1;0;9','3;6;+;6;7;=;1;0;3'
2164,'22-72=34','22+12=34',op_and_digit_balance,3,7,1,2,-,+,,,,,,,'2;2;-;7;2;=;3;4','2;2;+;1;2;=;3;4'
2165,'97-26=55','91-26=65',digit_to_digit,1,7,1,6,5,6,,,,,,,'9;7;-;2;6;=;5;5','9;1;-;2;6;=;6;5'
2166,'55-68=-4','56-60=-4',digit_to_digit,4,8,0,1,5,6,,,,,,,'5;5;-;6;8;=;-;4','5;6;-;6;0;=;-;4'
2167,'38-23=1','30-23=7',digit_to_digit,1,8,0,6,1,7,,,,,,,'3;8;-;2;3;=;1','3;0;-;2;3;=;7'
2168,'49-87=146','49+97=146',op_and_digit_balance,3,8,9,2,-,+,,,,,,,'4;9;-;8;7;=;1;4;6','4;9;+;9;7;=;1;4;6'
2169,'70+74=752','78+74=152',digit_to_digit,6,7,1,1,0,8,,,,,,,'7;0;+;7;4;=;7;5;2','7;8;+;7;4;=;1;5;2'
2170,'60-41=107','60+41=101',op_and_digit_balance,8,7,1,2,-,+,,,,,,,'6;0;-;4;1;=;1;0;7','6;0;+;4;1;=;1;0;1'
2171,'41-21=74','41-27=14',digit_to_digit,6,7,1,4,1,7,,,,,,,'4;1;-;2;1;=;7;4','4;1;-;2;7;=;1;4'
2172,'63-66=-2','63-66=-3',within_digit,7,2,3,,,,,,,,,,'6;3;-;6;6;=;-;2','6;3;-;6;6;=;-;3'
2173,'56-27=77','56+21=77',op_and_digit_balance,4,7,1,2,-,+,,,,,,,'5;6;-;2;7;=;7;7','5;6;+;2;1;=;7;7'
2174,'26-66=-110','26-66=-40',four_eleven,7,11,4,,,,,,,,,,'2;6;-;6;6;=;-;11;0','2;6;-;6;6;=;-;4;0'
2175,'54+13=51','64-13=51',op_and_digit_balance,2,+,-,0,5,6,,,,,,,'5;4;+;1;3;=;5;1','6;4;-;1;3;=;5;1'
2176,'30=84--54','30-84=-54',swap_-_and_=,2,=,-,5,-,=,,,,,,,'3;0;=;8;4;-;-;5;4','3;0;-;8;4;=;-;5;4'
2177,'94=74-20','94-74=20',swap_-_and_=,2,=,-,5,-,=,,,,,,,'9;4;=;7;4;-;2;0','9;4;-;7;4;=;2;0'
2178,'91-75=168','91+75=166',op_and_digit_balance,8,8,6,2,-,+,,,,,,,'9;1;-;7;5;=;1;6;8','9;1;+;7;5;=;1;6;6'
2179,'64-69=127','64+63=127',op_and_digit_balance,4,9,3,2,-,+,,,,,,,'6;4;-;6;9;=;1;2;7','6;4;+;6;3;=;1;2;7'
2180,'62+91=-35','62-97=-35',op_and_digit_balance,2,+,-,4,1,7,,,,,,,'6;2;+;9;1;=;-;3;5','6;2;-;9;7;=;-;3;5'
2181,'34+85=-52','34-86=-52',op_and_digit_balance,2,+,-,4,5,6,,,,,,,'3;4;+;8;5;=;-;5;2','3;4;-;8;6;=;-;5;2'
2182,'91+45=126','91+45=136',within_digit,7,2,3,,,,,,,,,,'9;1;+;4;5;=;1;2;6','9;1;+;4;5;=;1;3;6'
2183,'74-20=84','74+20=94',op_and_digit_balance,6,8,9,2,-,+,,,,,,,'7;4;-;2;0;=;8;4','7;4;+;2;0;=;9;4'
2184,'69+97=756','69+87=156',digit_to_digit,6,7,1,3,9,8,,,,,,,'6;9;+;9;7;=;7;5;6','6;9;+;8;7;=;1;5;6'
2185,'60-47=93','80-47=33',digit_to_digit,6,9,3,0,6,8,,,,,,,'6;0;-;4;7;=;9;3','8;0;-;4;7;=;3;3'
2186,'85-29=110','85+25=110',op_and_digit_balance,4,9,5,2,-,+,,,,,,,'8;5;-;2;9;=;11;0','8;5;+;2;5;=;11;0'
2187,'93+90=151','93+58=151',digit_to_digit,3,9,5,4,0,8,,,,,,,'9;3;+;9;0;=;1;5;1','9;3;+;5;8;=;1;5;1'
2188,'35+15=40','25+15=40',within_digit,0,3,2,,,,,,,,,,'3;5;+;1;5;=;4;0','2;5;+;1;5;=;4;0'
2189,'57+44=55','51+44=95',digit_to_digit,1,7,1,6,5,9,,,,,,,'5;7;+;4;4;=;5;5','5;1;+;4;4;=;9;5'
2190,'61-88=1','81-80=1',digit_to_digit,4,8,0,0,6,8,,,,,,,'6;1;-;8;8;=;1','8;1;-;8;0;=;1'
2191,'54+17=47','64-17=47',op_and_digit_balance,2,+,-,0,5,6,,,,,,,'5;4;+;1;7;=;4;7','6;4;-;1;7;=;4;7'
2192,'84+92=2','84-82=2',op_and_digit_balance,2,+,-,3,9,8,,,,,,,'8;4;+;9;2;=;2','8;4;-;8;2;=;2'
